Date	Frequency	Hashtags
2015-03-02	44	#WhiteLivesMatter
2015-03-03	50	#WhiteLivesMatter
2015-03-04	40	#WhiteLivesMatter
2015-03-05	34	#WhiteLivesMatter
2015-03-06	43	#WhiteLivesMatter
2015-03-07	34	#WhiteLivesMatter
2015-03-08	25	#WhiteLivesMatter
2015-03-09	36	#WhiteLivesMatter
2015-03-10	19	#WhiteLivesMatter
2015-03-11	21	#WhiteLivesMatter
2015-03-12	52	#WhiteLivesMatter
2015-03-13	31	#WhiteLivesMatter
2015-03-14	22	#WhiteLivesMatter
2015-03-15	24	#WhiteLivesMatter
2015-03-16	31	#WhiteLivesMatter
2015-03-17	19	#WhiteLivesMatter
2015-03-18	38	#WhiteLivesMatter
2015-03-19	40	#WhiteLivesMatter
2015-03-20	77	#WhiteLivesMatter
2015-03-21	56	#WhiteLivesMatter
2015-03-22	45	#WhiteLivesMatter
2015-03-23	36	#WhiteLivesMatter
2015-03-24	35	#WhiteLivesMatter
2015-03-25	45	#WhiteLivesMatter
2015-03-26	31	#WhiteLivesMatter
2015-03-27	22	#WhiteLivesMatter
2015-03-28	35	#WhiteLivesMatter
2015-03-29	36	#WhiteLivesMatter
2015-03-30	29	#WhiteLivesMatter
2015-03-31	18	#WhiteLivesMatter
2015-04-01	25	#WhiteLivesMatter
2015-04-02	26	#WhiteLivesMatter
2015-04-03	18	#WhiteLivesMatter
2015-04-04	24	#WhiteLivesMatter
2015-04-05	26	#WhiteLivesMatter
2015-04-06	25	#WhiteLivesMatter
2015-04-07	20	#WhiteLivesMatter
2015-04-08	30	#WhiteLivesMatter
2015-04-09	20	#WhiteLivesMatter
2015-04-10	14	#WhiteLivesMatter
2015-04-11	19	#WhiteLivesMatter
2015-04-12	33	#WhiteLivesMatter
2015-04-13	40	#WhiteLivesMatter
2015-04-14	42	#WhiteLivesMatter
2015-04-15	33	#WhiteLivesMatter
2015-04-16	31	#WhiteLivesMatter
2015-04-17	43	#WhiteLivesMatter
2015-04-18	48	#WhiteLivesMatter
2015-04-19	32	#WhiteLivesMatter
2015-04-20	16	#WhiteLivesMatter
2015-04-21	29	#WhiteLivesMatter
2015-04-22	23	#WhiteLivesMatter
2015-04-23	20	#WhiteLivesMatter
2015-04-24	26	#WhiteLivesMatter
2015-04-25	31	#WhiteLivesMatter
2015-04-26	39	#WhiteLivesMatter
2015-04-27	148	#WhiteLivesMatter
2015-04-28	232	#WhiteLivesMatter
2015-04-29	126	#WhiteLivesMatter
2015-04-30	131	#WhiteLivesMatter
2015-05-01	85	#WhiteLivesMatter
2015-05-02	86	#WhiteLivesMatter
2015-05-03	123	#WhiteLivesMatter
2015-05-04	121	#WhiteLivesMatter
2015-05-05	63	#WhiteLivesMatter
2015-05-06	45	#WhiteLivesMatter
2015-05-07	44	#WhiteLivesMatter
2015-05-08	38	#WhiteLivesMatter
2015-05-09	26	#WhiteLivesMatter
2015-05-10	56	#WhiteLivesMatter
2015-05-11	61	#WhiteLivesMatter
2015-05-12	65	#WhiteLivesMatter
2015-05-13	36	#WhiteLivesMatter
2015-05-14	35	#WhiteLivesMatter
2015-05-15	36	#WhiteLivesMatter
2015-05-16	35	#WhiteLivesMatter
2015-05-17	54	#WhiteLivesMatter
2015-05-18	41	#WhiteLivesMatter
2015-05-19	36	#WhiteLivesMatter
2015-05-20	32	#WhiteLivesMatter
2015-05-21	81	#WhiteLivesMatter
2015-05-22	51	#WhiteLivesMatter
2015-05-23	18	#WhiteLivesMatter
2015-05-24	18	#WhiteLivesMatter
2015-05-25	10	#WhiteLivesMatter
2015-05-26	9	#WhiteLivesMatter
2015-05-27	13	#WhiteLivesMatter
2015-05-28	16	#WhiteLivesMatter
2015-05-29	13	#WhiteLivesMatter
2015-05-30	18	#WhiteLivesMatter
2015-05-31	14	#WhiteLivesMatter
2015-06-01	22	#WhiteLivesMatter
2015-06-02	22	#WhiteLivesMatter
2015-06-03	15	#WhiteLivesMatter
2015-06-04	16	#WhiteLivesMatter
2015-06-05	12	#WhiteLivesMatter
2015-06-06	29	#WhiteLivesMatter
2015-06-07	39	#WhiteLivesMatter
2015-06-08	35	#WhiteLivesMatter
2015-06-09	29	#WhiteLivesMatter
2015-06-10	39	#WhiteLivesMatter
2015-06-11	22	#WhiteLivesMatter
2015-06-12	40	#WhiteLivesMatter
2015-06-13	31	#WhiteLivesMatter
2015-06-14	24	#WhiteLivesMatter
2015-06-15	21	#WhiteLivesMatter
2015-06-16	15	#WhiteLivesMatter
2015-06-17	19	#WhiteLivesMatter
2015-06-18	85	#WhiteLivesMatter
2015-06-19	52	#WhiteLivesMatter
2015-06-20	46	#WhiteLivesMatter
2015-06-21	42	#WhiteLivesMatter
2015-06-22	25	#WhiteLivesMatter
2015-06-23	32	#WhiteLivesMatter
2015-06-24	42	#WhiteLivesMatter
2015-06-25	38	#WhiteLivesMatter
2015-06-26	52	#WhiteLivesMatter
2015-06-27	27	#WhiteLivesMatter
2015-06-28	41	#WhiteLivesMatter
2015-06-29	41	#WhiteLivesMatter
2015-06-30	18	#WhiteLivesMatter
2015-07-01	39	#WhiteLivesMatter
2015-07-02	26	#WhiteLivesMatter
2015-07-03	20	#WhiteLivesMatter
2015-07-04	13	#WhiteLivesMatter
2015-07-05	27	#WhiteLivesMatter
2015-07-06	54	#WhiteLivesMatter
2015-07-07	64	#WhiteLivesMatter
2015-07-08	45	#WhiteLivesMatter
2015-07-09	51	#WhiteLivesMatter
2015-07-10	124	#WhiteLivesMatter
2015-07-11	70	#WhiteLivesMatter
2015-07-12	44	#WhiteLivesMatter
2015-07-13	26	#WhiteLivesMatter
2015-07-14	58	#WhiteLivesMatter
2015-07-15	42	#WhiteLivesMatter
2015-07-16	37	#WhiteLivesMatter
2015-07-17	34	#WhiteLivesMatter
2015-07-18	57	#WhiteLivesMatter
2015-07-19	191	#WhiteLivesMatter
2015-07-20	139	#WhiteLivesMatter
2015-07-21	117	#WhiteLivesMatter
2015-07-22	100	#WhiteLivesMatter
2015-07-23	217	#WhiteLivesMatter
2015-07-24	112	#WhiteLivesMatter
2015-07-25	66	#WhiteLivesMatter
2015-07-26	328	#WhiteLivesMatter
2015-07-27	81	#WhiteLivesMatter
2015-07-28	72	#WhiteLivesMatter
2015-07-29	106	#WhiteLivesMatter
2015-07-30	96	#WhiteLivesMatter
2015-07-31	94	#WhiteLivesMatter
2015-08-01	60	#WhiteLivesMatter
2015-08-02	86	#WhiteLivesMatter
2015-08-03	82	#WhiteLivesMatter
2015-08-04	67	#WhiteLivesMatter
2015-08-05	72	#WhiteLivesMatter
2015-08-06	87	#WhiteLivesMatter
2015-08-07	73	#WhiteLivesMatter
2015-08-08	136	#WhiteLivesMatter
2015-08-09	105	#WhiteLivesMatter
2015-08-10	134	#WhiteLivesMatter
2015-08-11	107	#WhiteLivesMatter
2015-08-12	116	#WhiteLivesMatter
2015-08-13	143	#WhiteLivesMatter
2015-08-14	169	#WhiteLivesMatter
2015-08-15	89	#WhiteLivesMatter
2015-08-16	111	#WhiteLivesMatter
2015-08-17	107	#WhiteLivesMatter
2015-08-18	97	#WhiteLivesMatter
2015-08-19	98	#WhiteLivesMatter
2015-08-20	73	#WhiteLivesMatter
2015-08-21	50	#WhiteLivesMatter
2015-08-22	41	#WhiteLivesMatter
2015-08-23	58	#WhiteLivesMatter
2015-08-24	52	#WhiteLivesMatter
2015-08-25	68	#WhiteLivesMatter
2015-08-26	1530	#WhiteLivesMatter
2015-08-27	1346	#WhiteLivesMatter
2015-08-28	977	#WhiteLivesMatter
2015-08-29	564	#WhiteLivesMatter
2015-08-30	514	#WhiteLivesMatter
2015-08-31	270	#WhiteLivesMatter
2015-09-01	336	#WhiteLivesMatter
2015-09-02	244	#WhiteLivesMatter
2015-09-03	178	#WhiteLivesMatter
2015-09-04	152	#WhiteLivesMatter
2015-09-05	201	#WhiteLivesMatter
2015-09-06	188	#WhiteLivesMatter
2015-09-07	269	#WhiteLivesMatter
2015-09-08	120	#WhiteLivesMatter
2015-09-09	143	#WhiteLivesMatter
2015-09-10	157	#WhiteLivesMatter
2015-09-11	41	#WhiteLivesMatter
2015-09-12	44	#WhiteLivesMatter
2015-09-13	44	#WhiteLivesMatter
2015-09-14	61	#WhiteLivesMatter
2015-09-15	193	#WhiteLivesMatter
2015-09-16	103	#WhiteLivesMatter
2015-09-17	107	#WhiteLivesMatter
2015-09-18	70	#WhiteLivesMatter
2015-09-19	158	#WhiteLivesMatter
2015-09-20	80	#WhiteLivesMatter
2015-09-21	36	#WhiteLivesMatter
2015-09-22	66	#WhiteLivesMatter
2015-09-23	46	#WhiteLivesMatter
2015-09-24	72	#WhiteLivesMatter
2015-09-25	98	#WhiteLivesMatter
2015-09-26	78	#WhiteLivesMatter
2015-09-27	120	#WhiteLivesMatter
2015-09-28	88	#WhiteLivesMatter
2015-09-29	41	#WhiteLivesMatter
2015-09-30	36	#WhiteLivesMatter
2015-10-01	59	#WhiteLivesMatter
2015-10-02	38	#WhiteLivesMatter
2015-10-03	34	#WhiteLivesMatter
2015-10-04	30	#WhiteLivesMatter
2015-10-05	57	#WhiteLivesMatter
2015-10-06	34	#WhiteLivesMatter
2015-10-07	31	#WhiteLivesMatter
2015-10-08	20	#WhiteLivesMatter
2015-10-09	71	#WhiteLivesMatter
2015-10-10	81	#WhiteLivesMatter
2015-10-11	83	#WhiteLivesMatter
2015-10-12	68	#WhiteLivesMatter
2015-10-13	108	#WhiteLivesMatter
2015-10-14	146	#WhiteLivesMatter
2015-10-15	91	#WhiteLivesMatter
2015-10-16	108	#WhiteLivesMatter
2015-10-17	22	#WhiteLivesMatter
2015-10-18	18	#WhiteLivesMatter
2015-10-19	58	#WhiteLivesMatter
2015-10-20	42	#WhiteLivesMatter
2015-10-21	31	#WhiteLivesMatter
2015-10-22	23	#WhiteLivesMatter
2015-10-23	30	#WhiteLivesMatter
2015-10-24	25	#WhiteLivesMatter
2015-10-25	26	#WhiteLivesMatter
2015-10-26	32	#WhiteLivesMatter
2015-10-27	45	#WhiteLivesMatter
2015-10-28	34	#WhiteLivesMatter
2015-10-29	28	#WhiteLivesMatter
2015-10-30	24	#WhiteLivesMatter
2015-10-31	21	#WhiteLivesMatter
2015-11-01	24	#WhiteLivesMatter
2015-11-02	36	#WhiteLivesMatter
2015-11-03	229	#WhiteLivesMatter
2015-11-04	23	#WhiteLivesMatter
2015-11-05	47	#WhiteLivesMatter
2015-11-06	69	#WhiteLivesMatter
2015-11-07	65	#WhiteLivesMatter
2015-11-08	51	#WhiteLivesMatter
2015-11-09	87	#WhiteLivesMatter
2015-11-10	41	#WhiteLivesMatter
2015-11-11	54	#WhiteLivesMatter
2015-11-12	49	#WhiteLivesMatter
2015-11-13	61	#WhiteLivesMatter
2015-11-14	67	#WhiteLivesMatter
2015-11-15	70	#WhiteLivesMatter
2015-11-16	68	#WhiteLivesMatter
2015-11-17	66	#WhiteLivesMatter
2015-11-18	95	#WhiteLivesMatter
2015-11-19	65	#WhiteLivesMatter
2015-11-20	81	#WhiteLivesMatter
2015-11-21	52	#WhiteLivesMatter
2015-11-22	72	#WhiteLivesMatter
2015-11-23	112	#WhiteLivesMatter
2015-11-24	148	#WhiteLivesMatter
2015-11-25	144	#WhiteLivesMatter
2015-11-26	82	#WhiteLivesMatter
2015-11-27	62	#WhiteLivesMatter
2015-11-28	59	#WhiteLivesMatter
2015-11-29	41	#WhiteLivesMatter
2015-11-30	49	#WhiteLivesMatter
2015-12-01	49	#WhiteLivesMatter
2015-12-02	48	#WhiteLivesMatter
2015-12-03	56	#WhiteLivesMatter
2015-12-04	42	#WhiteLivesMatter
2015-12-05	46	#WhiteLivesMatter
2015-12-06	63	#WhiteLivesMatter
2015-12-07	44	#WhiteLivesMatter
2015-12-08	24	#WhiteLivesMatter
2015-12-09	72	#WhiteLivesMatter
2015-12-10	30	#WhiteLivesMatter
2015-12-11	42	#WhiteLivesMatter
2015-12-12	112	#WhiteLivesMatter
2015-12-13	46	#WhiteLivesMatter
2015-12-14	35	#WhiteLivesMatter
2015-12-15	47	#WhiteLivesMatter
2015-12-16	32	#WhiteLivesMatter
2015-12-17	22	#WhiteLivesMatter
2015-12-18	19	#WhiteLivesMatter
2015-12-19	26	#WhiteLivesMatter
2015-12-20	34	#WhiteLivesMatter
2015-12-21	50	#WhiteLivesMatter
2015-12-22	22	#WhiteLivesMatter
2015-12-23	33	#WhiteLivesMatter
2015-12-24	29	#WhiteLivesMatter
2015-12-25	18	#WhiteLivesMatter
2015-12-26	43	#WhiteLivesMatter
2015-12-27	38	#WhiteLivesMatter
2015-12-28	74	#WhiteLivesMatter
2015-12-29	54	#WhiteLivesMatter
2015-12-30	54	#WhiteLivesMatter
2015-12-31	13	#WhiteLivesMatter
2016-01-01	51	#WhiteLivesMatter
2016-01-02	22	#WhiteLivesMatter
2016-01-03	51	#WhiteLivesMatter
2016-01-04	71	#WhiteLivesMatter
2016-01-05	60	#WhiteLivesMatter
2016-01-06	44	#WhiteLivesMatter
2016-01-07	18	#WhiteLivesMatter
2016-01-08	44	#WhiteLivesMatter
2016-01-09	23	#WhiteLivesMatter
2016-01-10	13	#WhiteLivesMatter
2016-01-11	16	#WhiteLivesMatter
2016-01-12	21	#WhiteLivesMatter
2016-01-13	13	#WhiteLivesMatter
2016-01-14	17	#WhiteLivesMatter
2016-01-15	18	#WhiteLivesMatter
2016-01-16	16	#WhiteLivesMatter
2016-01-17	15	#WhiteLivesMatter
2016-01-18	31	#WhiteLivesMatter
2016-01-19	36	#WhiteLivesMatter
2016-01-20	15	#WhiteLivesMatter
2016-01-21	41	#WhiteLivesMatter
2016-01-22	35	#WhiteLivesMatter
2016-01-23	23	#WhiteLivesMatter
2016-01-24	15	#WhiteLivesMatter
2016-01-25	12	#WhiteLivesMatter
2016-01-26	27	#WhiteLivesMatter
2016-01-27	73	#WhiteLivesMatter
2016-01-28	36	#WhiteLivesMatter
2016-01-29	29	#WhiteLivesMatter
2016-01-30	21	#WhiteLivesMatter
2016-01-31	12	#WhiteLivesMatter
2016-02-01	16	#WhiteLivesMatter
2016-02-02	28	#WhiteLivesMatter
2016-02-03	15	#WhiteLivesMatter
2016-02-04	19	#WhiteLivesMatter
2016-02-05	15	#WhiteLivesMatter
2016-02-06	11	#WhiteLivesMatter
2016-02-07	33	#WhiteLivesMatter
2016-02-08	75	#WhiteLivesMatter
2016-02-09	57	#WhiteLivesMatter
2016-02-10	45	#WhiteLivesMatter
2016-02-11	52	#WhiteLivesMatter
2016-02-12	23	#WhiteLivesMatter
2016-02-13	23	#WhiteLivesMatter
2016-02-14	27	#WhiteLivesMatter
2016-02-15	37	#WhiteLivesMatter
2016-02-16	49	#WhiteLivesMatter
2016-02-17	26	#WhiteLivesMatter
2016-02-18	32	#WhiteLivesMatter
2016-02-19	28	#WhiteLivesMatter
2016-02-20	36	#WhiteLivesMatter
2016-02-21	31	#WhiteLivesMatter
2016-02-22	37	#WhiteLivesMatter
2016-02-23	21	#WhiteLivesMatter
2016-02-24	54	#WhiteLivesMatter
2016-02-25	46	#WhiteLivesMatter
2016-02-26	27	#WhiteLivesMatter
2016-02-27	21	#WhiteLivesMatter
2016-02-28	47	#WhiteLivesMatter
2016-02-29	96	#WhiteLivesMatter
2016-03-01	31	#WhiteLivesMatter
2016-03-02	34	#WhiteLivesMatter
2016-03-03	38	#WhiteLivesMatter
2016-03-04	12	#WhiteLivesMatter
2016-03-05	22	#WhiteLivesMatter
2016-03-06	25	#WhiteLivesMatter
2016-03-07	19	#WhiteLivesMatter
2016-03-08	20	#WhiteLivesMatter
2016-03-09	18	#WhiteLivesMatter
2016-03-10	18	#WhiteLivesMatter
2016-03-11	31	#WhiteLivesMatter
2016-03-12	26	#WhiteLivesMatter
2016-03-13	30	#WhiteLivesMatter
2016-03-14	101	#WhiteLivesMatter
2016-03-15	39	#WhiteLivesMatter
2016-03-16	33	#WhiteLivesMatter
2016-03-17	33	#WhiteLivesMatter
2016-03-18	19	#WhiteLivesMatter
2016-03-19	41	#WhiteLivesMatter
2016-03-20	20	#WhiteLivesMatter
2016-03-21	16	#WhiteLivesMatter
2016-03-22	16	#WhiteLivesMatter
2016-03-23	18	#WhiteLivesMatter
2016-03-24	18	#WhiteLivesMatter
2016-03-25	12	#WhiteLivesMatter
2016-03-26	22	#WhiteLivesMatter
2016-03-27	21	#WhiteLivesMatter
2016-03-28	25	#WhiteLivesMatter
2016-03-29	24	#WhiteLivesMatter
2016-03-30	30	#WhiteLivesMatter
2016-03-31	24	#WhiteLivesMatter
2016-04-01	16	#WhiteLivesMatter
2016-04-02	17	#WhiteLivesMatter
2016-04-03	11	#WhiteLivesMatter
2016-04-04	25	#WhiteLivesMatter
2016-04-05	31	#WhiteLivesMatter
2016-04-06	22	#WhiteLivesMatter
2016-04-07	25	#WhiteLivesMatter
2016-04-08	28	#WhiteLivesMatter
2016-04-09	8	#WhiteLivesMatter
2016-04-10	11	#WhiteLivesMatter
2016-04-11	6	#WhiteLivesMatter
2016-04-12	10	#WhiteLivesMatter
2016-04-13	16	#WhiteLivesMatter
2016-04-14	11	#WhiteLivesMatter
2016-04-15	12	#WhiteLivesMatter
2016-04-16	7	#WhiteLivesMatter
2016-04-17	12	#WhiteLivesMatter
2016-04-18	16	#WhiteLivesMatter
2016-04-19	18	#WhiteLivesMatter
2016-04-20	14	#WhiteLivesMatter
2016-04-21	23	#WhiteLivesMatter
2016-04-22	18	#WhiteLivesMatter
2016-04-23	20	#WhiteLivesMatter
2016-04-24	17	#WhiteLivesMatter
2016-04-25	26	#WhiteLivesMatter
2016-04-26	15	#WhiteLivesMatter
2016-04-27	7	#WhiteLivesMatter
2016-04-28	22	#WhiteLivesMatter
2016-04-29	15	#WhiteLivesMatter
2016-04-30	12	#WhiteLivesMatter
2016-05-01	17	#WhiteLivesMatter
2016-05-02	13	#WhiteLivesMatter
2016-05-03	9	#WhiteLivesMatter
2016-05-04	10	#WhiteLivesMatter
2016-05-05	12	#WhiteLivesMatter
2016-05-06	18	#WhiteLivesMatter
2016-05-07	17	#WhiteLivesMatter
2016-05-08	12	#WhiteLivesMatter
2016-05-09	7	#WhiteLivesMatter
2016-05-10	20	#WhiteLivesMatter
2016-05-11	14	#WhiteLivesMatter
2016-05-12	22	#WhiteLivesMatter
2016-05-13	16	#WhiteLivesMatter
2016-05-14	11	#WhiteLivesMatter
2016-05-15	10	#WhiteLivesMatter
2016-05-16	11	#WhiteLivesMatter
2016-05-17	14	#WhiteLivesMatter
2016-05-18	12	#WhiteLivesMatter
2016-05-19	8	#WhiteLivesMatter
2016-05-20	9	#WhiteLivesMatter
2016-05-21	10	#WhiteLivesMatter
2016-05-22	8	#WhiteLivesMatter
2016-05-23	14	#WhiteLivesMatter
2016-05-24	16	#WhiteLivesMatter
2016-05-25	25	#WhiteLivesMatter
2016-05-26	10	#WhiteLivesMatter
2016-05-27	13	#WhiteLivesMatter
2016-05-28	9	#WhiteLivesMatter
2016-05-29	13	#WhiteLivesMatter
2016-05-30	10	#WhiteLivesMatter
2016-05-31	12	#WhiteLivesMatter
2016-06-01	9	#WhiteLivesMatter
2016-06-02	14	#WhiteLivesMatter
2016-06-03	15	#WhiteLivesMatter
2016-06-04	13	#WhiteLivesMatter
2016-06-05	15	#WhiteLivesMatter
2016-06-06	11	#WhiteLivesMatter
2016-06-07	12	#WhiteLivesMatter
2016-06-08	17	#WhiteLivesMatter
2016-06-09	9	#WhiteLivesMatter
2016-06-10	17	#WhiteLivesMatter
2016-06-11	6	#WhiteLivesMatter
2016-06-12	13	#WhiteLivesMatter
2016-06-13	10	#WhiteLivesMatter
2016-06-14	9	#WhiteLivesMatter
2016-06-15	11	#WhiteLivesMatter
2016-06-16	11	#WhiteLivesMatter
2016-06-17	48	#WhiteLivesMatter
2016-06-18	65	#WhiteLivesMatter
2016-06-19	39	#WhiteLivesMatter
2016-06-20	31	#WhiteLivesMatter
2016-06-21	26	#WhiteLivesMatter
2016-06-22	26	#WhiteLivesMatter
2016-06-23	15	#WhiteLivesMatter
2016-06-24	12	#WhiteLivesMatter
2016-06-25	17	#WhiteLivesMatter
2016-06-26	19	#WhiteLivesMatter
2016-06-27	37	#WhiteLivesMatter
2016-06-28	25	#WhiteLivesMatter
2016-06-29	191	#WhiteLivesMatter
2016-06-30	24	#WhiteLivesMatter
2016-07-01	23	#WhiteLivesMatter
2016-07-02	10	#WhiteLivesMatter
2016-07-03	23	#WhiteLivesMatter
2016-07-04	14	#WhiteLivesMatter
2016-07-05	22	#WhiteLivesMatter
2016-07-06	157	#WhiteLivesMatter
2016-07-07	517	#WhiteLivesMatter
2016-07-08	1286	#WhiteLivesMatter
2016-07-09	515	#WhiteLivesMatter
2016-07-10	387	#WhiteLivesMatter
2016-07-11	269	#WhiteLivesMatter
2016-07-12	220	#WhiteLivesMatter
2016-07-13	213	#WhiteLivesMatter
2016-07-14	214	#WhiteLivesMatter
2016-07-15	113	#WhiteLivesMatter
2016-07-16	76	#WhiteLivesMatter
2016-07-17	206	#WhiteLivesMatter
2016-07-18	183	#WhiteLivesMatter
2016-07-19	112	#WhiteLivesMatter
2016-07-20	80	#WhiteLivesMatter
2016-07-21	71	#WhiteLivesMatter
2016-07-22	62	#WhiteLivesMatter
2016-07-23	35	#WhiteLivesMatter
2016-07-24	47	#WhiteLivesMatter
2016-07-25	41	#WhiteLivesMatter
2016-07-26	38	#WhiteLivesMatter
2016-07-27	35	#WhiteLivesMatter
2016-07-28	29	#WhiteLivesMatter
2016-07-29	37	#WhiteLivesMatter
2016-07-30	31	#WhiteLivesMatter
2016-07-31	64	#WhiteLivesMatter
2016-08-01	48	#WhiteLivesMatter
2016-08-02	36	#WhiteLivesMatter
2016-08-03	26	#WhiteLivesMatter
2016-08-04	30	#WhiteLivesMatter
2016-08-05	102	#WhiteLivesMatter
2016-08-06	37	#WhiteLivesMatter
2016-08-07	34	#WhiteLivesMatter
2016-08-08	23	#WhiteLivesMatter
2016-08-09	17	#WhiteLivesMatter
2016-08-10	33	#WhiteLivesMatter
2016-08-11	19	#WhiteLivesMatter
2016-08-12	16	#WhiteLivesMatter
2016-08-13	18	#WhiteLivesMatter
2016-08-14	50	#WhiteLivesMatter
2016-08-15	25	#WhiteLivesMatter
2016-08-16	23	#WhiteLivesMatter
2016-08-17	19	#WhiteLivesMatter
2016-08-18	29	#WhiteLivesMatter
2016-08-19	30	#WhiteLivesMatter
2016-08-20	26	#WhiteLivesMatter
2016-08-21	780	#WhiteLivesMatter
2016-08-22	1032	#WhiteLivesMatter
2016-08-23	142	#WhiteLivesMatter
2016-08-24	85	#WhiteLivesMatter
2016-08-25	38	#WhiteLivesMatter
2016-08-26	34	#WhiteLivesMatter
2016-08-27	53	#WhiteLivesMatter
2016-08-28	48	#WhiteLivesMatter
2016-08-29	106	#WhiteLivesMatter
2016-08-30	145	#WhiteLivesMatter
2016-08-31	111	#WhiteLivesMatter
2016-09-01	76	#WhiteLivesMatter
2016-09-02	55	#WhiteLivesMatter
2016-09-03	46	#WhiteLivesMatter
2016-09-04	30	#WhiteLivesMatter
2016-09-05	33	#WhiteLivesMatter
2016-09-06	47	#WhiteLivesMatter
2016-09-07	34	#WhiteLivesMatter
2016-09-08	24	#WhiteLivesMatter
2016-09-09	42	#WhiteLivesMatter
2016-09-10	28	#WhiteLivesMatter
2016-09-11	45	#WhiteLivesMatter
2016-09-12	40	#WhiteLivesMatter
2016-09-13	45	#WhiteLivesMatter
2016-09-14	41	#WhiteLivesMatter
2016-09-15	44	#WhiteLivesMatter
2016-09-16	37	#WhiteLivesMatter
2016-09-17	48	#WhiteLivesMatter
2016-09-18	35	#WhiteLivesMatter
2016-09-19	35	#WhiteLivesMatter
2016-09-20	79	#WhiteLivesMatter
2016-09-21	101	#WhiteLivesMatter
2016-09-22	213	#WhiteLivesMatter
2016-09-23	107	#WhiteLivesMatter
2016-09-24	98	#WhiteLivesMatter
2016-09-25	80	#WhiteLivesMatter
2016-09-26	97	#WhiteLivesMatter
2016-09-27	49	#WhiteLivesMatter
2016-09-28	73	#WhiteLivesMatter
2016-09-29	79	#WhiteLivesMatter
2016-09-30	59	#WhiteLivesMatter
2016-10-01	71	#WhiteLivesMatter
2016-10-02	65	#WhiteLivesMatter
2016-10-03	64	#WhiteLivesMatter
2016-10-04	56	#WhiteLivesMatter
2016-10-05	60	#WhiteLivesMatter
2016-10-06	42	#WhiteLivesMatter
2016-10-07	54	#WhiteLivesMatter
2016-10-08	49	#WhiteLivesMatter
2016-10-09	49	#WhiteLivesMatter
2016-10-10	36	#WhiteLivesMatter
2016-10-11	49	#WhiteLivesMatter
2016-10-12	42	#WhiteLivesMatter
2016-10-13	42	#WhiteLivesMatter
2016-10-14	38	#WhiteLivesMatter
2016-10-15	37	#WhiteLivesMatter
2016-10-16	35	#WhiteLivesMatter
2016-10-17	40	#WhiteLivesMatter
2016-10-18	47	#WhiteLivesMatter
2016-10-19	46	#WhiteLivesMatter
2016-10-20	28	#WhiteLivesMatter
2016-10-21	31	#WhiteLivesMatter
2016-10-22	61	#WhiteLivesMatter
2016-10-23	41	#WhiteLivesMatter
2016-10-24	38	#WhiteLivesMatter
2016-10-25	33	#WhiteLivesMatter
2016-10-26	33	#WhiteLivesMatter
2016-10-27	36	#WhiteLivesMatter
2016-10-28	27	#WhiteLivesMatter
2016-10-29	26	#WhiteLivesMatter
2016-10-30	29	#WhiteLivesMatter
2016-10-31	36	#WhiteLivesMatter
2016-11-01	33	#WhiteLivesMatter
2016-11-02	47	#WhiteLivesMatter
2016-11-03	31	#WhiteLivesMatter
2016-11-04	26	#WhiteLivesMatter
2016-11-05	30	#WhiteLivesMatter
2016-11-06	30	#WhiteLivesMatter
2016-11-07	33	#WhiteLivesMatter
2016-11-08	47	#WhiteLivesMatter
2016-11-09	85	#WhiteLivesMatter
2016-11-10	86	#WhiteLivesMatter
2016-11-11	66	#WhiteLivesMatter
2016-11-12	32	#WhiteLivesMatter
2016-11-13	43	#WhiteLivesMatter
2016-11-14	36	#WhiteLivesMatter
2016-11-15	36	#WhiteLivesMatter
2016-11-16	34	#WhiteLivesMatter
2016-11-17	38	#WhiteLivesMatter
2016-11-18	39	#WhiteLivesMatter
2016-11-19	219	#WhiteLivesMatter
2016-11-20	102	#WhiteLivesMatter
2016-11-21	62	#WhiteLivesMatter
2016-11-22	43	#WhiteLivesMatter
2016-11-23	53	#WhiteLivesMatter
2016-11-24	35	#WhiteLivesMatter
2016-11-25	46	#WhiteLivesMatter
2016-11-26	29	#WhiteLivesMatter
2016-11-27	26	#WhiteLivesMatter
2016-11-28	28	#WhiteLivesMatter
2016-11-29	39	#WhiteLivesMatter
2016-11-30	30	#WhiteLivesMatter
2016-12-01	28	#WhiteLivesMatter
2016-12-02	35	#WhiteLivesMatter
2016-12-03	41	#WhiteLivesMatter
2016-12-04	43	#WhiteLivesMatter
2016-12-05	34	#WhiteLivesMatter
2016-12-06	25	#WhiteLivesMatter
2016-12-07	34	#WhiteLivesMatter
2016-12-08	29	#WhiteLivesMatter
2016-12-09	35	#WhiteLivesMatter
2016-12-10	27	#WhiteLivesMatter
2016-12-11	17	#WhiteLivesMatter
2016-12-12	21	#WhiteLivesMatter
2016-12-13	24	#WhiteLivesMatter
2016-12-14	29	#WhiteLivesMatter
2016-12-15	28	#WhiteLivesMatter
2016-12-16	30	#WhiteLivesMatter
2016-12-17	23	#WhiteLivesMatter
2016-12-18	28	#WhiteLivesMatter
2016-12-19	24	#WhiteLivesMatter
2016-12-20	26	#WhiteLivesMatter
2016-12-21	30	#WhiteLivesMatter
2016-12-22	33	#WhiteLivesMatter
2016-12-23	27	#WhiteLivesMatter
2016-12-24	20	#WhiteLivesMatter
2016-12-25	24	#WhiteLivesMatter
